"Female" "PC" "Clm_Count" "Exp_weights" "NCD" "AgeCat" "VAgeCat"
"668" 0 1 0 0.914442163 0 3 0
"669" 0 1 0 0.41889117 30 2 0
"670" 0 1 0 0.492813142 50 4 0
"671" 0 1 0 0.41889117 20 5 0
"672" 0 1 0 0.914442163 30 3 0
"673" 0 1 0 0.34770705 50 3 0
"674" 0 1 0 0.005475702 50 3 0
"675" 0 1 0 0.41889117 0 6 0
"676" 0 1 0 0.394250513 0 5 0
"2792" 0 1 0 0.837782341 40 5 0
"2795" 1 1 0 0.314852841 0 4 0
"2796" 1 1 0 0.501026694 50 4 0
"2797" 0 1 0 0.424366872 0 3 0
"2798" 0 1 0 0.194387406 50 5 0
"2799" 0 1 0 0.720054757 50 3 0
"2800" 1 1 0 0.856947296 0 4 0
"2801" 0 1 0 0.484599589 0 3 0
"2802" 0 1 0 0.334017796 50 4 0
"2803" 0 1 0 0.334017796 20 3 0
"2804" 0 1 0 0.791238878 10 3 0
"2805" 0 1 1 0.219028063 20 3 0
"2806" 0 1 1 0.334017796 40 4 0
"2807" 1 1 0 0.588637919 0 3 0
"2808" 1 1 0 0.334017796 10 5 0
"2809" 0 1 0 0.350444901 50 4 0
"2810" 0 1 0 0.334017796 50 5 0
"2811" 0 1 0 0.503764545 50 4 0
"2812" 0 1 0 0.837782341 0 3 0
"2813" 0 1 0 0.83504449 50 4 0
"2814" 0 1 0 0.796714579 10 3 0
"2815" 0 1 0 0.303901437 50 5 0
"2816" 0 1 0 0.355920602 0 5 0
"2817" 1 1 0 0.599589322 0 3 0
"2818" 1 1 0 0.251882272 50 5 0
"2819" 1 1 0 0.837782341 50 3 0
"2820" 0 1 0 0.752908967 20 2 0
"2821" 1 1 0 0.314852841 0 5 0
"2822" 0 1 0 0.317590691 50 4 0
"2823" 0 1 1 0.621492129 10 4 0
"2824" 0 1 0 0.503764545 50 6 0
"2825" 0 1 0 0.977412731 50 5 1
"2826" 0 1 0 0.235455168 50 3 0
"2827" 0 1 0 0.569472964 40 4 0
"2828" 0 1 0 0.432580424 50 4 0
"2829" 0 1 0 0.837782341 30 3 0
"2830" 0 1 1 0.774811773 0 4 0
"2831" 0 1 0 0.251882272 0 4 0
"2832" 0 1 0 0.251882272 20 4 0
"2833" 0 1 0 0.689938398 0 4 0
"2834" 0 1 0 0.032854209 50 3 0
"2835" 0 1 0 0.251882272 50 6 0
"2836" 0 1 0 0.167008898 10 3 0
"2837" 0 1 0 0.539356605 40 4 1
"2838" 0 1 0 0.334017796 50 4 0
"2839" 0 1 0 0.271047228 0 2 0
"2840" 0 1 0 0.449007529 10 4 0
"2841" 0 1 0 0.167008898 0 3 0
"2842" 0 1 0 0.309377139 0 3 0
"2843" 0 1 0 0.837782341 50 3 0
"2844" 0 1 0 0.021902806 0 4 0
"2845" 0 1 0 0.733744011 10 6 0
"2846" 0 1 0 0.366872006 50 4 0
"2847" 0 1 0 0.670773443 50 4 0
"2848" 0 1 0 0.027378508 0 5 0
"2849" 0 1 0 0.167008898 50 4 0
"2850" 0 1 0 0.167008898 50 4 0
"2851" 0 1 0 0.084873374 50 5 0
"2852" 0 1 0 0.328542095 50 5 0
"2853" 0 1 0 0.640657084 0 2 0
"2854" 0 1 0 0.167008898 20 4 0
"2855" 0 1 0 0.706365503 40 3 0
"2856" 1 1 0 0.621492129 0 3 0
"2857" 0 1 0 0.046543463 40 4 0
"2858" 0 1 0 0.13963039 0 4 0
"2859" 0 1 0 0.084873374 50 7 0
"2860" 0 1 0 0.084873374 40 4 0
"2861" 0 1 0 0.199863108 30 3 0
"2862" 0 1 1 0.334017796 50 4 0
"2863" 0 1 0 0.577686516 50 4 0
"2864" 0 1 0 0.084873374 20 6 0
"2865" 0 1 0 0.084873374 50 4 0
"2866" 0 1 0 0.314852841 10 3 0
"2867" 0 1 0 0.117727584 30 4 0
"2868" 0 1 0 0.043805613 0 4 0
"2869" 1 1 0 0.503764545 50 4 0
"2870" 0 1 0 0.826830938 50 3 0
"2871" 0 1 0 0.084873374 10 3 0
"2872" 0 1 0 0.999315537 10 3 0
"2873" 0 1 0 0.087611225 50 6 0
"2874" 0 1 0 0.503764545 50 4 0
"2875" 0 1 1 0.205338809 50 4 0
"2876" 0 1 0 0.993839836 50 4 0
"2877" 0 1 0 0.503764545 30 3 0
"2878" 1 1 0 0.503764545 50 4 0
"2879" 0 1 0 0.999315537 30 5 0
"2880" 0 1 2 0.405201917 30 4 0
"2881" 0 1 0 0.971937029 40 3 0
"2882" 0 1 0 0.711841205 50 4 0
"2883" 0 1 0 0.999315537 50 4 0
"2884" 0 1 0 0.999315537 50 4 0
"2885" 0 1 1 0.484599589 10 3 0
"2886" 0 1 0 0.999315537 30 3 0
"2887" 0 1 2 0.999315537 50 4 0
"2888" 1 1 0 0.232717317 0 5 0
"2889" 0 1 0 0.492813142 30 4 0
"2890" 0 1 0 0.235455168 50 3 0
"2891" 0 1 0 0.260095825 0 4 0
"2892" 1 1 0 0.013689254 40 3 0
"2893" 0 1 0 0.317590691 50 4 0
"2894" 0 1 0 0.41889117 30 2 0
"2895" 0 1 0 0.837782341 40 4 0
"2896" 0 1 0 0.999315537 40 3 0
"2897" 0 1 0 0.501026694 20 3 0
"2898" 0 1 0 0.492813142 50 4 0
"2899" 0 1 0 0.561259411 50 3 0
"2900" 0 1 0 0.481861739 20 4 0
"2901" 0 1 0 0.999315537 50 5 0
"2902" 0 1 0 0.703627652 0 3 0
"2903" 0 1 0 0.837782341 50 3 0
"2904" 0 1 0 0.503764545 0 3 0
"2905" 0 1 1 0.999315537 50 3 0
"2906" 0 1 0 0.41889117 50 4 0
"2907" 0 1 0 0.334017796 20 2 0
"2908" 1 1 0 0.914442163 50 3 0
"2909" 0 1 0 0.963723477 50 4 0
"2910" 0 1 0 0.079397673 50 4 0
"2911" 0 1 0 0.136892539 0 6 0
"2912" 0 1 0 0.41889117 10 3 0
"2913" 0 1 0 0.325804244 0 3 0
"2914" 0 1 0 0.344969199 10 3 0
"2915" 1 1 0 0.914442163 0 3 0
"2916" 0 1 0 0.41889117 40 4 0
"2917" 1 1 0 0.90349076 50 6 0
"2918" 0 1 0 0.914442163 20 4 0
"2919" 0 1 0 0.098562628 50 4 0
"2920" 0 1 0 0.41889117 20 4 0
"2921" 0 1 0 0.914442163 50 5 0
"2922" 0 1 0 0.41889117 50 4 0
"2923" 0 1 0 0.966461328 0 4 0
"2924" 0 1 0 0.914442163 50 4 0
"2925" 0 1 0 0.914442163 10 4 0
"2926" 1 1 0 0.914442163 50 5 0
"2927" 0 1 0 0.41889117 50 3 0
"2928" 1 1 0 0.106776181 50 4 0
"2929" 0 1 0 0.060232717 0 3 0
"2930" 0 1 0 0.914442163 20 4 0
"2931" 0 1 1 0.41889117 50 6 0
"2932" 0 1 0 0.290212183 0 3 0
"2933" 0 1 0 0.561259411 0 3 0
"2934" 0 1 0 0.41889117 10 5 0
"2935" 1 1 0 0.449007529 20 4 2
"2936" 0 1 0 0.334017796 40 3 0
"2937" 0 1 0 0.432580424 30 3 0
"2938" 0 1 0 0.837782341 20 3 0
"2939" 1 1 0 0.473648186 10 3 0
"2940" 0 1 0 0.41889117 10 4 0
"2941" 0 1 0 0.837782341 10 4 0
"2942" 1 1 0 0.914442163 30 4 0
"2943" 0 1 0 0.788501027 50 4 0
"2944" 0 1 0 0.402464066 0 3 0
"2945" 0 1 0 0.17522245 20 3 0
"2946" 1 1 0 0.637919233 20 2 0
"2947" 0 1 0 0.646132786 50 4 0
"2948" 0 1 0 0.273785079 0 3 0
"2949" 1 1 0 0.752908967 50 3 0
"2950" 1 1 0 0.257357974 10 5 0
"2951" 0 1 0 0.490075291 0 2 0
"2952" 0 1 0 0.167008898 0 4 0
"2953" 0 1 0 0.752908967 10 3 0
"2954" 0 1 0 0.251882272 20 2 0
"2955" 0 1 0 0.369609856 0 3 0
"2956" 1 1 0 0.142368241 50 4 0
"2957" 0 1 0 0.167008898 50 3 0
"2958" 0 1 0 0.670773443 40 5 0
"2959" 1 1 0 0.665297741 50 6 0
"2960" 0 1 0 0.177960301 0 2 0
"2961" 0 1 0 0.670773443 50 7 0
"2962" 1 1 0 0.227241615 40 4 0
"2963" 0 1 0 0.670773443 0 3 0
"2964" 0 1 0 0.758384668 10 4 0
"2965" 0 1 0 0.147843943 20 5 0
"2966" 0 1 0 0.670773443 50 4 0
"2967" 1 1 0 0.084873374 40 3 0
"2968" 0 1 0 0.752908967 10 3 0
"2969" 0 1 0 0.084873374 40 4 0
"2970" 0 1 1 0.845995893 50 6 0
"2971" 0 1 0 0.785763176 20 4 0
"2972" 0 1 0 0.829568789 30 4 0
"2973" 1 1 0 0.914442163 30 6 0
"2974" 0 1 0 0.191649555 0 3 0
"2975" 0 1 0 0.273785079 50 4 0
"2976" 0 1 0 0.999315537 20 4 0
"2977" 1 1 0 0.468172485 30 3 0
"2978" 0 1 0 0.503764545 30 5 0
"2979" 0 1 0 0.109514032 50 4 0
"2980" 0 1 0 0.052019165 10 4 0
"2981" 0 1 0 0.462696783 50 3 0
"2982" 0 1 0 0.131416838 40 3 0
"2983" 0 1 0 0.191649555 10 2 0
"2984" 0 1 0 0.914442163 0 2 0
"2985" 0 1 0 0.914442163 20 4 0
"2986" 0 1 0 0.41889117 0 3 0
"2987" 1 1 0 0.476386037 50 4 0
"2988" 0 1 0 0.752908967 50 4 2
"2989" 0 1 0 0.914442163 30 5 0
"2990" 0 1 1 0.914442163 50 5 0
"2991" 0 1 0 0.41889117 50 4 0
"2992" 0 1 0 0.298425736 10 4 0
"2993" 0 1 0 0.443531828 30 4 0
"2994" 0 1 0 0.375085558 40 4 0
"2995" 1 1 0 0.796714579 0 4 0
"2996" 0 1 0 0.391512663 0 2 0
"2997" 0 1 0 0.914442163 50 5 0
"2998" 0 1 0 0.914442163 10 4 0
"2999" 1 1 0 0.859685147 50 4 0
"3000" 0 1 0 0.914442163 50 4 0
"3001" 1 1 0 0.41889117 50 3 0
"3002" 1 1 0 0.41889117 20 3 0
"3003" 0 1 0 0.41889117 30 4 0
"3004" 0 1 0 0.334017796 50 4 0
"3005" 0 1 0 0.334017796 50 4 0
"3006" 0 1 0 0.837782341 50 4 0
"3007" 0 1 0 0.837782341 50 3 0
"3008" 1 1 0 0.334017796 10 3 0
"3009" 0 1 0 0.31211499 20 3 0
"3010" 0 1 0 0.334017796 10 4 0
"3011" 0 1 0 0.364134155 0 5 0
"3012" 0 1 0 0.353182752 0 3 0
"3013" 1 1 0 0.585900068 10 3 0
"3014" 0 1 0 0.334017796 50 5 0
"3015" 0 1 0 0.202600958 20 4 0
"3016" 0 1 0 1 50 3 0
"3017" 0 1 0 0.334017796 50 4 0
"3018" 0 1 0 0.837782341 50 4 0
"3019" 0 1 0 0.837782341 50 5 0
"3020" 0 1 0 0.334017796 30 3 0
"3021" 0 1 0 0.837782341 50 3 0
"3022" 0 1 0 0.744695414 50 5 0
"3023" 0 1 0 0.720054757 10 3 0
"3024" 0 1 0 0.402464066 10 4 0
"3025" 0 1 0 0.752908967 50 4 0
"3026" 0 1 0 0.859685147 20 4 0
"3027" 0 1 0 0.251882272 50 5 0
"3028" 0 1 0 0.334017796 10 4 0
"3029" 0 1 0 0.216290212 50 5 0
"3030" 1 1 0 0.24366872 50 4 0
"3031" 0 1 0 0.049281314 50 4 0
"3032" 0 1 0 0.407939767 0 3 0
"3033" 0 1 0 0.580424367 0 3 0
"3034" 0 1 0 0.183436003 0 4 0
"3035" 0 1 0 0.498288843 50 3 0
"3036" 1 1 0 0.167008898 50 5 0
"3037" 0 1 1 0.837782341 10 4 0
"3038" 0 1 0 0.432580424 0 4 0
"3039" 0 1 0 0.673511294 50 4 0
"3040" 0 1 0 0.334017796 0 3 0
"3041" 0 1 0 0.084873374 50 5 0
"3042" 1 1 0 0.084873374 10 4 0
"3043" 1 1 0 0.585900068 10 3 0
"3044" 0 1 0 0.084873374 50 6 0
"3045" 0 1 0 0.369609856 30 5 0
"3046" 0 1 0 0.158795346 50 4 1
"3047" 0 1 0 0.084873374 30 4 0
"3048" 0 1 0 0.391512663 0 3 0
"3049" 0 1 0 0.043805613 0 4 0
"3050" 0 1 0 0.585900068 20 4 0
"3051" 0 1 0 0.084873374 20 2 0
"3052" 0 1 0 0.084873374 10 2 0
"3053" 0 1 0 0.492813142 50 4 0
"3054" 0 1 0 0.071184121 0 3 0
"3055" 0 1 0 0.41889117 50 3 0
"3056" 0 1 0 0.914442163 50 5 0
"3057" 0 1 0 0.914442163 50 3 0
"3058" 0 1 0 0.914442163 30 3 6
"3059" 0 1 0 0.914442163 50 4 0
"3060" 0 1 0 0.090349076 50 3 0
"3061" 0 1 0 0.889801506 30 2 0
"3062" 0 1 0 0.999315537 50 4 0
"3063" 0 1 0 0.914442163 30 3 0
"3064" 0 1 0 0.914442163 50 5 0
"3065" 0 1 0 0.503764545 0 3 0
"3066" 0 1 0 0.186173854 0 4 0
"3067" 1 1 0 0.889801506 30 3 0
"3068" 0 1 1 0.375085558 20 6 0
"3069" 0 1 0 0.996577687 50 6 0
"3070" 0 1 0 0.295687885 50 3 0
"3071" 1 1 0 0.914442163 10 3 0
"3072" 1 1 0 0.914442163 0 3 0
"3073" 0 1 0 0.837782341 10 4 0
"3074" 0 1 0 0.41889117 20 3 0
"3075" 0 1 0 0.826830938 20 4 0
"3076" 0 1 0 0.914442163 0 3 0
"3077" 1 1 0 0.837782341 50 5 0
"3078" 0 1 0 0.884325804 20 3 0
"3079" 0 1 0 0.999315537 50 4 0
"3080" 0 1 0 0.837782341 50 4 0
"3081" 0 1 0 0.292950034 20 3 0
"3082" 0 1 0 0.334017796 50 4 0
"3083" 0 1 0 0.454483231 0 3 0
"3084" 1 1 0 0.895277207 0 3 0
"3085" 0 1 0 0.334017796 50 5 0
"3086" 0 1 0 0.273785079 10 4 0
"3087" 0 1 0 0.791238878 50 4 0
"3088" 0 1 0 0.725530459 10 3 0
"3089" 0 1 0 0.251882272 50 5 0
"3090" 0 1 0 0.752908967 50 5 0
"3091" 0 1 0 0.772073922 30 4 0
"3092" 0 1 0 0.273785079 10 4 0
"3093" 0 1 0 0.999315537 50 3 0
"3094" 0 1 0 0.210814511 10 3 0
"3095" 0 1 0 0.722792608 50 5 0
"3096" 0 1 0 0.752908967 40 3 0
"3097" 0 1 0 0.752908967 50 4 2
"3098" 0 1 0 0.854209446 10 4 0
"3099" 0 1 0 0.13963039 10 3 0
"3100" 0 1 0 0.670773443 50 4 0
"3101" 1 1 0 0.670773443 10 3 0
"3102" 0 1 0 0.596851472 10 3 0
"3103" 0 1 0 0.848733744 20 5 0
"3104" 1 1 0 0.583162218 20 3 0
"3105" 0 1 0 0.585900068 50 4 0
"3106" 0 1 0 0.577686516 0 6 0
"3107" 0 1 0 0.013689254 50 4 0
"3108" 0 1 0 0.046543463 10 4 0
"3109" 1 1 0 0.999315537 50 4 0
"3110" 0 1 0 0.585900068 50 4 0
"3111" 0 1 0 0.405201917 10 3 0
"3112" 0 1 0 0.082135524 0 5 0
"3113" 0 1 0 0.963723477 10 2 0
"3114" 0 1 0 0.706365503 20 3 0
"3115" 0 1 0 0.503764545 20 4 0
"3116" 0 1 0 0.503764545 0 6 0
"3117" 0 1 0 0.495550993 50 3 0
"3118" 0 1 0 0.41889117 10 5 0
"3119" 0 1 0 0.580424367 10 3 0
"3120" 0 1 0 0.41889117 0 6 0
"3121" 0 1 0 0.503764545 40 3 0
"3122" 0 1 0 0.41889117 30 4 0
"3123" 0 1 1 0.991101985 50 3 0
"3124" 0 1 0 0.83504449 10 3 0
"3125" 1 1 0 0.41889117 50 3 0
"3126" 0 1 0 0.41615332 10 4 0
"3127" 0 1 0 0.41889117 50 3 0
"3128" 1 1 0 0.41889117 50 5 0
"3129" 0 1 0 0.640657084 20 4 0
"3130" 0 1 1 0.45174538 0 4 0
"3131" 0 1 0 0.761122519 0 3 0
"3132" 0 1 0 0.752908967 10 3 0
"3133" 1 1 0 0.334017796 40 4 0
"3134" 0 1 0 0.251882272 30 4 0
"3135" 0 1 0 0.999315537 50 5 0
"3136" 0 1 0 0.717316906 10 3 0
"3137" 0 1 0 0.334017796 50 3 0
"3138" 0 1 0 0.837782341 20 4 0
"3139" 0 1 1 0.709103354 0 4 0
"3140" 1 1 1 0.750171116 0 4 0
"3141" 0 1 0 0.251882272 50 3 0
"3142" 0 1 0 0.317590691 0 3 0
"3143" 0 1 0 0.251882272 50 4 0
"3144" 0 1 0 0.167008898 50 4 0
"3145" 0 1 0 0.999315537 10 6 0
"3146" 0 1 1 0.750171116 20 4 0
"3147" 0 1 0 0.167008898 50 3 0
"3148" 1 1 0 0.084873374 10 4 0
"3149" 0 1 0 0.013689254 0 3 0
"3150" 1 1 0 0.084873374 50 5 0
"3151" 0 1 1 0.87063655 0 3 0
"3152" 0 1 0 0.386036961 40 3 0
"3153" 0 1 0 0.525667351 0 3 0
"3154" 1 1 0 0.585900068 40 6 0
"3155" 0 1 0 0.334017796 50 6 0
"3156" 0 1 0 0.503764545 0 6 0
"3157" 0 1 0 0.999315537 30 4 0
"3158" 1 1 0 0.503764545 50 3 0
"3159" 0 1 0 0.550308008 0 4 0
"3160" 0 1 0 0.503764545 50 4 0
"3161" 0 1 0 0.533880904 10 3 0
"3162" 0 1 0 0.407939767 10 3 0
"3163" 0 1 0 0.503764545 50 5 0
"3164" 0 1 0 0.999315537 50 4 0
"3165" 0 1 0 0.963723477 50 3 0
"3166" 0 1 0 0.999315537 30 4 0
"3167" 0 1 0 0.503764545 50 4 0
"3168" 1 1 0 0.999315537 30 4 0
"3169" 0 1 0 0.999315537 40 5 0
"3170" 1 1 1 0.791238878 20 3 0
"3171" 0 1 0 0.334017796 40 4 0
"3172" 0 1 0 0.240930869 20 4 0
"3173" 0 1 0 0.999315537 40 4 0
"3174" 0 1 0 0.509240246 20 4 0
"3175" 0 1 0 0.350444901 10 5 0
"3176" 0 1 0 0.944558522 50 3 0
"3177" 0 1 0 0.177960301 0 3 0
"3178" 0 1 1 0.503764545 20 4 0
"3179" 1 1 0 0.999315537 40 5 0
"3180" 0 1 0 0.459958932 40 5 0
"3181" 1 1 0 0.914442163 40 3 0
"3182" 0 1 1 0.503764545 40 6 0
"3183" 0 1 0 0.73100616 50 3 0
"3184" 0 1 0 0.090349076 0 3 0
"3185" 0 1 0 0.136892539 0 4 0
"3186" 0 1 0 0.788501027 0 4 0
"3187" 0 1 1 0.334017796 40 5 0
"3188" 0 1 0 0.328542095 50 4 0
"3189" 0 1 0 0.692676249 0 3 0
"3190" 0 1 0 0.837782341 50 4 0
"3191" 0 1 0 0.887063655 0 3 0
"3192" 0 1 0 0.752908967 50 4 0
"3193" 0 1 0 0.585900068 0 4 2
"3194" 0 1 0 0.10403833 50 5 0
"3195" 0 1 0 0.769336071 30 6 0
"3196" 0 1 0 0.837782341 50 4 0
"3197" 0 1 0 0.454483231 0 6 0
"3198" 0 1 0 0.167008898 50 4 0
"3199" 1 1 0 0.618754278 50 4 0
"3200" 0 1 0 0.180698152 0 3 0
"3201" 0 1 0 0.747433265 50 4 0
"3202" 0 1 0 0.837782341 10 3 0
"3203" 0 1 1 0.670773443 0 4 0
"3204" 0 1 0 0.292950034 10 4 0
"3205" 1 1 0 0.837782341 50 6 0
"3206" 0 1 0 0.465434634 0 3 0
"3207" 0 1 0 0.31211499 10 5 0
"3208" 0 1 0 0.084873374 20 3 0
"3209" 0 1 0 0.084873374 50 2 0
"3210" 0 1 0 0.678986995 20 4 0
"3211" 0 1 0 0.084873374 0 3 0
"3212" 0 1 0 0.183436003 0 2 0
"3213" 0 1 0 0.024640657 50 4 0
"3214" 0 1 0 0.971937029 40 4 0
"3215" 0 1 0 0.084873374 30 3 0
"3216" 0 1 0 0.506502396 50 4 0
"3217" 0 1 0 0.503764545 50 6 0
"3218" 0 1 0 0.084873374 0 2 0
"3219" 0 1 0 0.506502396 0 2 0
"3220" 0 1 0 0.366872006 30 5 0
"3221" 0 1 0 0.31211499 0 6 0
"3222" 0 1 0 0.999315537 50 5 0
"3223" 1 1 0 0.629705681 0 3 0
"3224" 0 1 0 0.999315537 20 3 0
"3225" 0 1 0 0.043805613 0 3 0
"3226" 0 1 2 0.503764545 0 3 0
"3227" 0 1 0 0.616016427 50 3 0
"3228" 1 1 1 0.369609856 30 4 0
"3229" 0 1 1 0.980150582 50 3 0
"3230" 0 1 0 0.97467488 0 4 0
"3231" 0 1 0 0.503764545 50 5 0
"3232" 0 1 0 0.73100616 50 4 0
"3233" 1 1 0 0.914442163 50 4 0
"3234" 0 1 0 0.914442163 30 6 0
"3235" 0 1 1 0.583162218 0 3 0
"3236" 1 1 0 0.41889117 20 4 0
"3237" 0 1 0 0.273785079 50 5 0
"3238" 1 1 0 0.41889117 50 4 0
"3239" 0 1 0 0.41889117 30 4 0
"3240" 0 1 0 0.41889117 50 4 0
"3241" 0 1 0 0.41889117 50 4 0
"3242" 0 1 0 0.914442163 50 4 0
"3243" 0 1 0 0.117727584 0 5 0
"3244" 0 1 0 0.167008898 50 5 0
"3245" 0 1 0 0.41889117 30 5 0
"3246" 0 1 1 0.503764545 50 5 0
"3247" 0 1 0 0.334017796 50 5 0
"3248" 0 1 0 0.334017796 10 4 0
"3249" 1 1 0 0.334017796 50 4 0
"3250" 0 1 0 0.334017796 50 4 0
"3251" 1 1 0 0.980150582 30 3 0
"3252" 0 1 0 0.334017796 40 4 0
"3253" 1 1 0 0.837782341 30 3 0
"3254" 1 1 0 0.325804244 30 4 0
"3255" 1 1 0 0.334017796 50 4 0
"3256" 0 1 0 0.837782341 20 4 0
"3257" 0 1 2 0.837782341 50 4 0
"3258" 0 1 0 0.334017796 50 5 0
"3259" 1 1 0 0.334017796 0 5 0
"3260" 0 1 0 0.334017796 0 5 0
"3261" 0 1 1 0.251882272 20 6 0
"3262" 0 1 0 0.837782341 40 4 0
"3263" 0 1 0 0.837782341 30 3 0
"3264" 0 1 0 0.796714579 0 3 0
"3265" 0 1 0 0.251882272 50 4 0
"3266" 0 1 0 0.752908967 50 5 0
"3267" 0 1 0 0.213552361 10 3 0
"3268" 0 1 0 0.251882272 50 5 0
"3269" 1 1 0 0.309377139 0 4 0
"3270" 0 1 0 0.484599589 0 3 0
"3271" 1 1 0 0.251882272 10 3 0
"3272" 1 1 0 0.251882272 50 4 0
"3273" 0 1 0 0.752908967 50 5 0
"3274" 0 1 0 0.465434634 0 3 0
"3275" 0 1 0 0.752908967 50 4 0
"3276" 0 1 0 0.251882272 0 4 0
"3277" 0 1 0 0.290212183 10 5 0
"3278" 0 1 0 0.065708419 0 3 0
"3279" 0 1 0 0.251882272 10 3 0
"3280" 0 1 0 0.219028063 10 3 0
"3281" 0 1 0 0.084873374 50 3 0
"3282" 1 1 0 0.046543463 20 3 0
"3283" 0 1 0 0.646132786 0 4 0
"3284" 0 1 0 0.167008898 50 4 0
"3285" 0 1 0 0.810403833 0 4 0
"3286" 1 1 0 0.966461328 0 4 0
"3287" 0 1 1 0.670773443 50 4 0
"3288" 0 1 0 0.473648186 0 5 0
"3289" 0 1 0 0.670773443 30 5 0
"3290" 0 1 0 0.221765914 0 3 0
"3291" 1 1 0 0.167008898 50 5 0
"3292" 0 1 0 0.167008898 50 5 0
"3293" 0 1 0 0.34770705 20 3 0
"3294" 0 1 0 0.670773443 50 3 0
"3295" 0 1 0 0.145106092 10 3 0
"3296" 0 1 0 0.714579055 50 4 0
"3297" 0 1 0 0.224503765 0 4 0
"3298" 1 1 0 0.106776181 0 2 0
"3299" 0 1 0 0.084873374 50 5 0
"3300" 0 1 1 0.862422998 0 3 0
"3301" 0 1 0 0.780287474 30 2 0
"3302" 0 1 0 0.788501027 30 4 0
"3303" 0 1 0 0.462696783 0 3 0
"3304" 0 1 0 0.076659822 50 5 0
"3305" 0 1 0 0.251882272 30 3 0
"3306" 0 1 0 0.084873374 30 4 0
"3307" 0 1 0 0.427104723 50 4 0
"3308" 0 1 0 0.084873374 30 3 0
"3309" 0 1 0 0.640657084 0 4 0
"3310" 0 1 0 0.432580424 0 3 0
"3311" 0 1 0 0.62422998 20 3 0
"3312" 0 1 0 0.087611225 20 4 0
"3313" 0 1 0 0.232717317 0 4 0
"3314" 0 1 0 0.084873374 50 3 0
"3315" 0 1 0 0.481861739 0 5 0
"3316" 0 1 0 0.966461328 20 3 0
"3317" 0 1 0 0.503764545 0 4 0
"3318" 0 1 0 0.999315537 50 5 0
"3319" 1 1 0 0.999315537 10 4 0
"3320" 0 1 0 0.065708419 0 3 0
"3321" 0 1 0 0.999315537 50 5 0
"3322" 0 1 0 0.969199179 10 3 0
"3323" 0 1 0 0.503764545 50 3 0
"3324" 0 1 0 0.038329911 0 3 0
"3325" 0 1 0 0.999315537 50 4 0
"3326" 0 1 0 0.854209446 50 4 0
"3327" 0 1 0 0.438056126 50 4 0
"3328" 0 1 0 0.999315537 50 3 0
"3329" 0 1 0 0.999315537 10 3 0
"3330" 0 1 0 0.963723477 0 4 0
"3331" 0 1 0 0.982888433 0 3 0
"3332" 0 1 0 0.969199179 50 4 0
"3333" 0 1 0 0.503764545 20 4 0
"3334" 0 1 0 0.755646817 10 3 0
"3335" 0 1 0 0.199863108 50 4 0
"3336" 0 1 0 0.314852841 50 3 0
"3337" 0 1 0 0.914442163 50 4 0
"3338" 0 1 0 0.388774812 50 4 0
"3339" 0 1 0 0.914442163 50 3 0
"3340" 1 1 0 0.402464066 20 4 0
"3341" 1 1 0 0.999315537 10 4 0
"3342" 0 1 1 0.914442163 10 3 0
"3343" 1 1 0 0.914442163 50 6 0
"3344" 0 1 0 0.180698152 50 4 0
"3345" 0 1 0 0.914442163 50 7 0
"3346" 0 1 0 0.914442163 50 4 0
"3347" 1 1 0 0.914442163 50 4 0
"3348" 0 1 0 0.492813142 20 4 0
"3349" 0 1 0 0.914442163 20 4 0
"3350" 0 1 0 0.914442163 50 4 0
"3351" 0 1 0 0.432580424 0 2 0
"3352" 0 1 0 0.837782341 50 3 0
"3353" 0 1 0 0.914442163 50 4 0
"3354" 1 1 0 0.662559891 0 3 0
"3355" 0 1 0 0.914442163 50 4 0
"3356" 1 1 0 0.914442163 40 4 0
"3357" 1 1 0 0.914442163 50 4 0
"3358" 0 1 0 0.8678987 0 4 0
"3359" 0 1 0 0.27652293 10 3 0
"3360" 0 1 0 0.908966461 20 3 0
"3361" 0 1 0 0.503764545 10 3 0
"3362" 0 1 0 0.914442163 50 5 0
"3363" 0 1 0 0.550308008 0 3 0
"3364" 0 1 0 0.774811773 50 5 0
"3365" 0 1 0 0.969199179 0 3 0
"3366" 0 1 0 0.503764545 50 5 0
"3367" 0 1 0 0.837782341 0 3 0
"3368" 0 1 0 0.999315537 30 5 0
"3369" 0 1 0 0.837782341 50 4 0
"3370" 0 1 0 0.837782341 40 6 0
"3371" 1 1 0 0.752908967 40 3 0
"3372" 0 1 0 0.621492129 20 3 0
"3373" 0 1 0 0.251882272 10 3 0
"3374" 0 1 0 0.999315537 50 5 0
"3375" 0 1 0 0.856947296 10 3 0
"3376" 0 1 0 0.364134155 50 4 0
"3377" 1 1 0 0.528405202 50 3 0
"3378" 1 1 0 0.744695414 50 5 0
"3379" 0 1 0 0.971937029 30 4 0
"3380" 0 1 0 0.462696783 50 5 0
"3381" 0 1 0 0.498288843 0 4 0
"3382" 0 1 0 0.739219713 50 5 0
"3383" 0 1 0 0.161533196 50 4 0
"3384" 1 1 0 0.334017796 50 4 0
"3385" 0 1 0 0.399726215 50 5 0
"3386" 1 1 0 0.720054757 50 4 0
"3387" 0 1 0 0.366872006 30 4 0
"3388" 0 1 0 0.24366872 0 2 0
"3389" 1 1 0 0.752908967 40 4 0
"3390" 0 1 0 0.717316906 50 4 0
"3391" 0 1 0 0.733744011 50 3 0
